,Reviewer1,Text,ID,src,Fabio,Mika,Disagreement
153,0,core = new SolrCore(\foo,154,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1767,1,"The issue here is that the text-link widget is responsible for opening the link, but it obviously doesn't know anything about the panel. There's also bug 1237942, which reports that the links can't be clicked using other mouse buttons - and while that bug mentions the test-link widget probably can be changed to support other buttons, that still leaves us with the fact the panel would remain open and no obvious way to intercept or detect that.",1768,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1295,1,depends...,1296,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1931,1,Fix verified on 2.0.0.3,1932,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
851,1,"FYI, we don't do more than just paint the yellow background-color for ""-moz-appearance: tooltip;""",852,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1938,0,> solrconfig.xml}</param-value>,1939,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1460,1,"Firefox was showing ""FAIL"" while I took this sample.",1461,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
802,0,<str name=\fsv\>true</str>,803,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1184,1,The easiest way might be to index the field twic,1185,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1905,1,"I am having the worse time working with Picker, specifically styling it to stay at the bottom of the screen. Anyone using the Picker and have any solutions or packages that is better?",1906,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1036,0,"0012f374 0173b198 gklayout!nsGenericElement::HandleDOMEvent(class nsPresContext * aPresContext = 0x020044c0, class nsEvent * aEvent = 0x063bdb70, class nsIDOMEvent ** aDOMEvent = 0x0012f760, unsigned int aFlags = 2, nsEventStatus * aEventStatus = 0x0012f838)+0x429 [h:/mozilla/tree-main/mozilla/content/base/src/nsGenericElement.cpp @ 2053]",1037,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
223,1,>> As the trunk stands no,224,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1838,0,> Key: SOLR-162,1839,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,0.0,True
1181,1,: together into buckets (e.g. airlin,1182,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
292,0,dial tcp 10.210.0.1:443: i/o timeout,293,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,0.0,True
721,1,> trying to index to or search it),722,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
549,1,"Sensible, yes. lol",550,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
254,1,"But you're right: in general, we need to have the same policy for Android, FX OS, and our desktop browser, and that's something we're trying to figure out right now. This is something we would need to agree on with the privacy team.",255,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1529,1,"This seems like a lot of hoop-jumping to fix a non-problem; we don't have the same ""which thread should this release on?"" problem with dispatching to the current thread as we do to the main thread...do we?",1530,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1569,1,"just clearing his concern no.2, yes you have to create multiple ingress in multiple namespaces",1570,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1075,1,"that was my first thought, too!",1076,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
440,0,IE:Mac 5     (MacRoman),441,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
447,1,Just so I'm sure i'm understanding you:  You're saying that any java code,448,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1322,1,but! I now realize that I was looking at docs for the nginxinc one and didn't even realize they were 2 different things. so thank you!,1323,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1059,1,I upgraded Firefox moments ago and now and then I get Chinese characters and such in the tabs.,1060,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
968,0,> C1C2 C2C3 => C4C5 C5C6,969,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1209,1,> >> solr.solr.home from the system property. when you package your war keep,1210,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
670,1,the new create-pacakges target seems fine to me ... but \package\,671,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
420,0,--------------------,421,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1734,1,I'm not convinced there isn't *something* Solr can do to handle this situation better,1735,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1109,0,make[4]: Leaving directory `/usr/src/mozilla/layout/base/src',1110,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1053,1,This is an invalid json as each term is associated with a JSON object which holds multiple \suggestion\ attributes. When working with a JSON library only the last \suggestion\ attribute is picked up.,1054,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
834,1,: - <!> Http!DataSource is being deprecated in favour of URL!DataSource in [[Solr1.4]]. There is no change in functionality between URL!DataSource and !Http!DataSourc,835,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1717,0,> > A [junit] Running org.apache.solr.core.TestJmxIntegration,1718,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1337,1,>  information -- ie: only allow/commits updates if the,1338,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1196,1,> The current workaround is \symlinks\ but that doesn't really help the situation of the Solr Release artifact,1197,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
866,0,DBGHELP: firefox - private symbols & lines,867,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1740,1,: > form  (i assume you tested and verified this isn't happening?),1741,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
886,1,Reproducible: Sometimes,887,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1800,1,If the async script is executed before the page finished rendering - the page hangs.,1801,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1142,1,Did it work ?,1143,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
643,0,rails/ruby_version_check.rb,644,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
932,1,has anyone tries giving AWS IAM roles to pods during their deployment,933,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
613,0,@U7N4JEF9U https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG-1.8.md#external-dependencies is my source for this information,614,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
227,0,: + <html>,228,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
738,0,ModLoad: 76f20000 76f47000   C:\WINDOWS\system32\DNSAPI.dll,739,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1240,1,> Use Hadoop RPC for inter Solr communication,1241,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1469,0,Yonik Seeley commented on SOLR-27:,1470,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1050,1,page load (the onload handler adds some text to the line).,1051,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
691,0,#15 0xfcdd5d88 in nsFrameList::DestroyFrames (),692,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1815,1,For that reason,1816,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
101,0,return JS_FALSE;,102,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1407,1,3. And let GC sweep old image and dataurl.,1408,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
505,0,"Credentials are admin, correct!",506,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1509,0,gcloud --quiet config set project $PROJECT_NAME_STG,1510,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1666,1,"@henleydr commented on @henleydr's file Crash: Using react native debugger, expo, and hot reloading. I can't get rid of this. I can't get past this. Restarted my computer as well. There is no option to get into debugger or turn off hot reloading.",1667,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
272,0,SIGTERM,273,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
115,1,> If we were to create class loaders not per instance but per 'lib' directory,116,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1164,1,These are because I haven't yet removed the hack that made :hover work for a,1165,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
505,1,give us slightly better behavior.  We could look at putting a hard cap on the,506,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1485,0,PDName: postgres-data-disk,1486,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
301,0,Reduced case:,302,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
701,1,/etc/systemd/system/multi-user.target.wants/docker.service,702,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1833,1,> modules is compiled. One of the artifacts of the build is a,1834,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1589,1,A collection of rough enhancements to the default highlighter. Mostly to be used as ideas for future development.,1590,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
106,1,"@U7Q9UM449 Hmm I've not tried connecting with Wifi Adapters - not the best way of doing it imo. Hardwired ethernet connectors will give you the best internet speeds, and unless you have a fool in your office, they won't be unplugged.",107,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1047,1,3. Display in FF,1048,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1000,1,browser history and the description i was typing on for 1/2 an hour was G O N E,1001,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1317,1,"You must not update streams that have already received WINDOW_UPDATE.  That would break the flow control, right?  Simplest is IMO to just don't update at all on any existing stream.",1318,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
767,1,shouldn't expose that in <html:iframe mozbrowser>.,768,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1241,0,https://treeherder.mozilla.org/ui/logviewer.html#?job_id=3351892&repo=mozilla-inbound,1242,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1849,0,> >>>   Components: update,1850,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,0.0,True
952,0,Defaulting container name to nginx-ingress-controller.,953,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,0.0,True
364,1,Properties contex,365,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1895,0,> > > <fieldType name=\location\ class=\solr.PointType\ dimension=\2\ subFieldType=\double\/>,1896,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1839,0,>> have to be refactored to accept param + other stuff that,1840,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
650,0,>>>>>>> -,651,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1226,1,>> goal than possibly integrating the Ocean work that has been done / is,1227,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
930,1,"r- because of the newChannel: (aURI, aLoadInfo) which I'm 99% sure is not quite right...",931,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
910,0,> SIGUSR1: SIG_DF,911,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1084,1,depends on what you need to do. are u on cloud?,1085,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1539,0,[junit]  <h2>asf - Revision 691915]: /lucene/solr/trunk...> but was:<...asf - Revision 69191[6: /lucene/solr/trunk</title></head>,1540,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1544,0,[jar] Building jar: /tmp/apache-solr-nightly/contrib/dataimporthandler/target/apache-solr-dataimporthandler-extras-nightly.jar,1545,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
641,1,"somewhat.  I clock in at around 12500ms now, which is around half a second",642,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1420,1,expose this with a service using NodePort / LoadBalancer.... or Ingress otherwise,1421,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
770,0,> URL: https://issues.apache.org/jira/browse/SOLR-1622,771,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1786,1,we use ace editor for snack,1787,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
480,1,least POST requests (and other non-idempotent methods):,481,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1888,1,"Hey, I am having some problem with exp",1889,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1661,1,"Also, I don't think it's a requirement, but reviewers should generally test patches. For a quick litmus test, if you have to state something like this, then it's probably a good idea to test it yourself.",1662,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1649,0,"test_nsIProcess(exe, non_asc_file); //not working",1650,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
416,1,I'm newbie for k8s and I want to create sample cluster within my centos servers. But setup documents are very old... (https://kubernetes.io/docs/getting-started-guides/centos/centos_manual_config/) Is there any other online documents or blogs which guide step by step? (I don't want to use kubeadm because it's difficult to understand kubenetes components and it's not production ready),417,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1215,1,@smerrill Thanks smerrill,1216,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
838,1,Note that this bug is somewhat mutually exclusive with Bug 925874 (though WINDOWS STR B would always be an issue).,839,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1746,0,/**,1747,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
564,1,tx @jpweber,565,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
478,1,"oh, maybe I know",479,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1837,1,"With 2002020516 on Mac OS X, the .txt attachment icon is still drawn with a",1838,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
142,1,"Hey, @foxie. Is there a specific issue you had with it? We're considering testing soon.",143,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1212,1,Deployment = template for a pod. It cannot create two different pods,1213,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1297,1,Tomorrow let's talk about how to avoid this.,1298,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1097,0,$PATH,1098,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
142,0,>>>>>>   <mkdir dir=\${dist}\ />,143,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
605,0,also see https://github.com/docker-library/php/issues/186,606,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1786,0,[junit] 2008-09-04 08:14:55.726::INFO:  Shutdown hook executing,1787,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
575,0,> </responseHeader>,576,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
497,0,image: ajmulholland/fluentd-kube:v0.3,498,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
542,0,>   at org.mortbay.jetty.HttpConnection.handle(HttpConnection.java:297),543,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
481,1,I found this by disabling all add-ons and enabling them one-by-one.,482,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1221,1,When I investigated the twinopen performance regression of bug 439354 I had some ideas on how to improve it.,1222,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
463,1,> Filters should return something that implements an interface,464,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
721,0,user:,722,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,0.0,True
1086,1,"no, they are cluster-scoped objects",1087,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1025,0,faas-netesd-85895cbddc-qschn 1/1 Running 0 48m,1026,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1357,0,Label:dnsmasq Server:127.0.0.1:53 Name:kubernetes.default.svc.cluster.local. Interval:5s Type:1}] PrometheusAddr:0.0.0.0 PrometheusPort:10054 PrometheusPath:/metrics PrometheusNamespace:kubedns}),1358,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1256,0,> b2a85000-b2a9e000 rwxp b2a85000 00:00 0,1257,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
812,0,>> + > try {,813,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1398,0,[junit] 2008-08-25 08:13:12.814::INFO:  Shutdown hook complete,1399,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
811,1,icon+arrow is a big button that contains another button containing just the icon.,812,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
832,1,"Because we implemented the HTML parsing algorithm from the HTML5 specification.  Other browsers are implementing it too.  Again, at this point the problem is that we and WebKit are using the same parser but your site is sending us _different_ markup.  Just stop doing that!",833,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
892,0,>> cmd.expungeDeletes);,893,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1407,0,>  contrib/javascript/lib/jsdoc/jsdoc-toolkit/app/frame/Namespace.js,1408,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
957,0,> Key: SOLR-450,958,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
751,0,https://hg.mozilla.org/mozilla-central/rev/e066f112521a,752,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
336,1,"grampelberg, is that required in 1.8 and not before?",337,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1257,1,Reproducible: Always,1258,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1964,1,"yeah, slack icon was rebranded too. How about this? > :exponent:",1965,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1557,1,is a more restricted form of the canonical representation of dateTime,1558,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1561,1,"@heckj , sorry I don't know. Haven't really tried that.",1562,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1738,1,"Hey everyone, I'm not able to build a standalone iOS version of our app since I added usesNonExemptEncryption to the config.",1739,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
362,0,"nsHTTPFinalListener::OnStopRequest(nsHTTPFinalListener * const 0x05053c70,",363,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
439,0,<int name=\true\>1</int>,440,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
18,0,[junit] Running org.apache.solr.client.solrj.embedded.SolrExampleEmbeddedTest,19,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1096,0,>>>>>>> be,1097,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
724,1,"@amulholland sorry, changed company since. that image is on the internal net",725,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
765,0,8h 12m 3 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 4; reason: cpu resource utilization (percentage of request) above target,766,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
286,1,"nope it cant, but I would helm install honestbee / drone or any DEIS product with it",287,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
307,1,Okies thanks to @3molo I have started the clusted successfully,308,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1210,1,but I have been noticing the problem in nightlies for about a week now.,1211,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
668,0,Gaia-Rev        0518f4581a0925c0b703d730ef289ab15cbd1216,669,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1435,1,"(1) Instead of making an InitFlags(), could you just initialize them in the constructor?  (Member-initializer syntax would probably be preferable, but assignment is ok too.)",1436,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1730,1,yeah you should be able to do that. securestore on android is especially tricky because different versions of androids support different crypto providers (the things that do encryption) and it's much more finicky than other fragmented android APIs because the crypto provider is loaded at runtime so we don't know what it's going to support up front,1731,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
409,0,0417ff6c 0032e03d nspr4!_PR_NativeRunThread(void * arg = 0x02db7b80)+0x169 [e:\builds\moz2_slave\release-mozilla-1.9.2-win32_build\build\nsprpub\pr\src\threads\combined\pruthr.c @ 448],410,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1085,0,Sat Mar 29 09:21:16 GMT 2008,1086,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1471,1,we can specify TCP right janst,1472,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
71,1,@U7N4JEF9U change it to 'cgroupfs' as docker is using that driver,72,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1566,1,"thanks, sounds like a neat solution",1567,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
711,1,and some udp connectiions,712,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1710,1,> path after the colon determines the RequestParser?,1711,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1020,1,Ah right I see,1021,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1345,1,@jeffhub didn't work on my computer either,1346,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
998,0,[1] https://pvtbuilds.mozilla.org/pub/mozilla.org/b2g/nightly/mozilla-central-unagi/latest/,999,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1158,1,> Field collapsing,1159,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
737,1,"No nodes are available that match all of the predicates: MatchNodeSelector (4), PodToleratesNodeTaints (3).",738,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1400,1,"effectively replacing the entire selection, but that would mean you could get",1401,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
432,1,> 2) Integer fields should never be empty,433,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1803,0,in nsIURI baseURI);,1804,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1570,1,"page. So per-window ""latest-page-source"" might be the answer here.",1571,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1235,1,"new to kubernetes, are there mechanisms that allow migration of a pod off a node to another node? ie if we are using EC2 ASGs and we know an instance is going to be scaled in, can we move anything running on that node before it is terminated",1236,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
259,0,>>>>>>>>> out,260,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1479,1,"Can anyone let us know the process to get support from firefox, if we get any issues/coredumps/bugs in ESR version of firefox.",1480,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
379,1,"Smaug says the spec about this is still not stable, and this certainly doesn't need to block alpha1 IMO. Updating blocking status...",380,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1950,0,: +   <td><xsl:apply-templates select=\@end\/></td>,1951,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1488,1,David Hyatt wrote:,1489,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
978,1,- key: node-role.kubernetes.io/master,979,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
623,1,I always get:,624,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1108,1,on the line up button. Resizing the window also causes it to appear,1109,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
22,0,>> A import org.apache.solr.common.params.MapSolrParams;,145,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1520,0,>  client/ruby/solr-ruby/test/unit/document_test.rb,1521,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1281,1,"If we want to fix this, I suggest we modify nsImageFrame and possibly libimg so",1282,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
